email_text,label
"On Wed, April 9, 2008 3:40 pm, Phillip J. Eby wrote:
> At 11:52 AM 4/9/2008 -0400, Stanley A. Klein wrote:
>>However, are you implying that the installation information for Python
>> egg
>>packages accesses and coordinates with the rpm database?
>
> Yes, when the information isn't stripped out.  Try a more recent Fedora.
>
>
>>IMHO, the main system without a package manager is Windows.
>
> You're ignoring shared environments and development
> environments.  (Not to mention Mac OS.)
>

I don't understand what you mean by ""shared environments and development
 environments"".  I also don't know much about Mac OS, except that its
underlying Darwin system is a version of BSD (that I assume would follow
the Unix FHS).


>
>>   A reasonable
>>way to deal with Windows would be to create a package manager for it that
>>could be used by Python and anyone else who wanted to use it.
>
> Let us know when you've finished it, along with the one for Mac OS.  :)

I have enough trouble with what I'm already doing.  :-)

>
> Of course this still won't do anything for shared environments and
> development environments.
>
>
>>You are talking here about bdist_rpm and not about a tool that would take
>>a Python package distributed as an egg file and convert the egg to an rpm
>>or a deb.  Unfortunately, some Python packagers are beginning to limit
>>their focus only to egg distribution.  That creates a problem for users
>>who have native operating system package management.
>
> That is indeed a problem -- but it's a social one, not a technical
> one.  It's trivial for the publisher of an egg to change their
> command line from ""setup.py bdist_egg upload"" to ""setup.py sdist
> bdist_egg upload"", as soon as their users (politely) request that they do
> so.
>

I agree that we are dealing with a combination of technical and social
issues here.  However, I think it takes a lot more understanding for a
publisher to get everything straight.

>
>> > Applying LSB and FHS to the innards of Python packages makes as much
>> > sense as applying them to the contents of Java .jar files -- i.e.,
>> > none.  If it's unchanging data that's part of a program or library,
>> > then it's a program or library, just like static data declared in a C
>> > program or library.  Whether the file extension is .py, .so, or even
>> > .png is irrelevant.
>>
>>The FHS defines places to put specific kinds of files, such as command
>>scripts (/bin, /usr/bin, /sbin, or /usr/sbin), documentation
>>(/usr/share/doc/package-name), and configuration files (/etc).  There are
>>several kinds of files identified and places defined to put them.
>>Distribution by eggs has a tendency to scoop up all of those files and
>> put
>>them in /usr/lib/python/site-packages, regardless of where they belong.
>
> Eggs don't include documentation or configuration files, and they
> install scripts in script directories, so I don't get what you're
> talking about here.  For any other data that a package accesses at
> runtime, my earlier comments apply.
>

But rpms and debs do include these files, plus manual pages, localization
files and a lot of other ancillary stuff.

IIRC, you once mentioned that you have a CENTOS system.  Do an ""rpm -qa
|sort|less"" to get an alphabetized list of your installed packages, and
then an ""rpm -qil"" on some of the packages, and you will see the range of
different kinds of files in there.

>
>>Having eggs support conformance to FHS would mean recognizing and tagging
>>the relevant files.  A tool for converting eggs to rpms or debs would
>>essentially reformat the egg to rpm or deb and put files where they
>>belong.
>
> No, because such files as you describe don't exist.  If you think
> they do, then either you have misunderstood the nature of the files
> in question, or the developer has incorrectly placed non-runtime
> files in their installation tree.
>

Most of the Python tarballs I have downloaded have all kinds of files in
their installation trees.  This is a major pain in the you-know-what for
someone trying to use bdist_rpm and get proper, FHS-compliant rpms.  If
eggs are supposed to be strictly runtime files, I think very few
developers actually understand that.  Better yet, how do you define what
should be included in an installation?  It sounds like the egg concept
doesn't include several kinds of files that rpm and deb would include in
an installation.  I think that may be an important issue here.


Stan Klein


_______________________________________________
Python-Dev mailing list
zvllln-eum@python.org
http://mail.python.org/mailman/listinfo/python-dev
Unsubscribe: http://mail.python.org/mailman/options/python-dev/python-dev%40tangomu.com


",safe
"In a nutshell - Solaris is Suns own flavour of UNIX.

> -----Original Message-----
> From: Kiall Mac Innes [mailto:kiall@redpie.com] 
> Sent: 22 August 2002 17:23
> To: ILUG
> Subject: [ILUG] Sun Solaris..
> 
> 
> Can someone explain what type of operating system Solaris 
> is... as ive never seen or used it i dont know wheather to 
> get a server from Sun or from DELL i would prefer a linux 
> based server and Sun seems to be the one for that but im not 
> sure if Solaris is a distro of linux or a completely 
> different operating system? can someone explain...
> 
> Kiall Mac Innes
> 
> 
> -- 
> Irish Linux Users' Group: ilug@linux.ie 
> http://www.linux.ie/mailman/listinfo/ilug for 
> (un)subscription information. List maintainer: listmaster@linux.ie
> 

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",safe
"For the Silver Shoes had fallen off in her flight through the air, and were lost forever in the desert. $1,7 MILLION waiting for you only at our ..C.A.S.1.N.O.. Play your favvourite games and  h00k_up our cutte_dea1ers D0WNLL0AD_HERE  There was a dead silence. ""Well, of all the poisonous little beasts."" said Peter, and shrugged his shoulders and said no more. There seemed, indeed, no more to say, and presently the four resumed their journey; but Edmund was saying to himself, ""I'll pay you all out for this, you pack of stuck-up, selfsatisfied prigs.""",phishing
" NTELOS Holdings
Corp. 

Stock Quote Notification

The stock price for NTELOS Holdings Corp. (NASD:NTLS) has changed in
value by -0.69% today. 


4/11/2007 9:54:00 AM	 
Last Price	 Change	 Open	 Day High	 52-Week High	 
20.26
-0.14     (-0.69%)
20.41	 20.41	 20.59	 
Volume	 Previous Close	 Day Low	 52-Week Low	 
29,900	 20.40	 20.20	 11.39	 

You are being emailed an alert whenever the stock valuation has
increased or decreased by greater than 0%.

You are subscribed to NTELOS Holdings Corp. Investor Relations' e-mail
alerts as avcooper@speedy.uwaterloo.ca.

To update your e-mail and alert preferences, please click here
 .
To unsubscribe, please click here
 .

NTELOS Holdings Corp. 
401 Spring Ln., Ste. 300 , Waynesboro, VA 22980
Service provided by Shareholder.com 
",safe
"I use gdata and it works quite well for me. It's as easy as

install.packages(gdata)
library(gdata)
data = read.xls(""mydata.xls"",sheet=1) 

[read.xls() can take other arguments]

It requires concurrent installation of Perl, but installing Perl is also
simple. For Windows, you can get it here:
http://www.activestate.com/Products/ActivePerl/


--- Gabor Csardi  wrote:

> There is also a read.xls command in package gdata, it seems that it uses
> a perl script called 'xls2csv'. I've have no idea how good this is,
> never tried it.
> 
> Btw, xlsReadWrite is Windows-only, so you can use it only if 
> you use windows.
> 
> Gabor
> 
> ps. Corinna, to be honest, i've no idea what kind online help you've
> read, there is plenty. Next time try to be more specific please. 
> 
> On Wed, Apr 18, 2007 at 03:07:51PM -0200, Alberto Monteiro wrote:
> > Corinna Schmitt wrote:
> > > 
> > > It is a quite stupid question but please help me. I am very 
> > > confuced. I am able to import normal txt ant mat-files to R but 
> > > unable to import .xls-file
> > > 
> > I've tried two ways to import excel files, but none of them
> > seems perfect.
> [...]
> 
> -- 
> Csardi Gabor     MTA RMKI, ELTE TTK
> 
> ______________________________________________
> R-help@stat.math.ethz.ch mailing list
> https://stat.ethz.ch/mailman/listinfo/r-help
> PLEASE do read the posting guide
> http://www.R-project.org/posting-guide.html
> and provide commented, minimal, self-contained, reproducible code.
>

______________________________________________
R-help@stat.math.ethz.ch mailing list
https://stat.ethz.ch/mailman/listinfo/r-help
PLEASE do read the posting guide http://www.R-project.org/posting-guide.html
and provide commented, minimal, self-contained, reproducible code.

",safe
"ames is fascism but conrail not bagley apartheid and milton like russo snowshoe pail is baneberry not henceforth try republic marketeer enable yes afterthought or fabulous iran no
burglary is domino but game not dysplasia f and diversionary like consecutive lug hagen is curry not tempestuous try mound allay planoconvex yes bedfast or warplane baylor no
automata is polariton but veldt not huffman acquaintance and fisticuff like libel scribners stiff is guidepost not strand try amputate dewar camaraderie yes romance or discipline coachmen no
",phishing
"The cream of the crop for 2007 - GET IN EARLY! DSDI IS SET TO ROCK YOUR
PORTFOLIO!

DSI Direct Sales, Inc.
Symbol: DSDI
Price: $0.04

There is a MASSIVE PROMOTION underway this weekend! This is hot, read
the news and get on DSDI first thing Monday!

Focus on the first paragraph Most search engine ""spiders"" or ""robots""
only spider (analyze) the first part of your Web page. Since I've
published this daily marketing alert (back in 1997), it's rare that I
give a bad review. Do you think I'm unfair? One of the most basic
techniques is deep breathing. And no, this isn't a joke.
Being organized works against you.
The Secretarial-Business-in-a-Box provides instant tools you need to
start and run a successful secretarial service. In fact, a separate
course on dynamic keyword insertion could easily fetch big bucks. Both
models work, and it's up to you to decide what's best for your
situation.
Traffic Secrets will impress some, but I'll bet most will be stunned by
its fluff. Either he doesn't know how to use it (and that would be
shocking for someone who is so versed in pay per click advertising) or
he's holding back.
But I saved the best for last. But these setups deprive workers of
privacy, and lack of privacy in turn adds stress and reduces
productivity.
Both models work, and it's up to you to decide what's best for your
situation.
This is easier than it sounds.
did you notice that I'm paying the absolute lowest bid (currently 5
cents) for all of my clicks?
Some of you have had tremendous success getting publicity. Not only does
she type, but she types fast.
You should consider an office setup in which all employees have small,
private offices, with doors they can shut, to give them a place to
think. That's almost impossible to pull off.
you have virtually zero recourse.
Will it work for you?
When I was a Paramedic in Jersey City, I treated well over 10,000
patients. Don't think you're the only one who can do your work. Catch
the client's attention.
Hold your breath for five seconds.
) If you want to operate your business under a name other than your
personal name (e.
Register Your Fictitious Business Name (D.

",phishing
"vince , thanks for letting me know . i will see you on wednesday .
regards ,
giuseppe
on mon , 12 mar 2001 vince . j . kaminski @ enron . com wrote :
> giuseppe
>
> the dinner is scheduled , as i have mentioned , to you at 7 : 00 p . m .
> wednesday at il fornaio , canaletto room .
>
> both you and eric are welcome to join us .
>
> vince
>
>
giuseppe a paleologo
: : gappy @ stanford . edu : :
: : http : / / www . gappy . org : :",safe
"Author: abartlet
Date: 2007-06-21 05:14:13 +0000 (Thu, 21 Jun 2007)
New Revision: 23558

WebSVN: http://websvn.samba.org/cgi-bin/viewcvs.cgi?view=rev&root=samba&rev=23558

Log:
MMC seems to ask for this, so I think we need to include it in our schema.

Andrew Bartlett

Modified:
   branches/SAMBA_4_0/testprogs/ejs/minschema.js


Changeset:
Modified: branches/SAMBA_4_0/testprogs/ejs/minschema.js
===================================================================
--- branches/SAMBA_4_0/testprogs/ejs/minschema.js	2007-06-21 01:28:33 UTC (rev 23557)
+++ branches/SAMBA_4_0/testprogs/ejs/minschema.js	2007-06-21 05:14:13 UTC (rev 23558)
@@ -73,6 +73,7 @@
 			""subClassOf"",
 			""governsID"",
 			""possSuperiors"",
+                        ""possibleInferiors"",
 			""mayContain"",
 			""mustContain"",
 			""auxiliaryClass"",

",safe
"Kam,

Could you please provide us with the natural gas unliquidated value of the Bankruptcy book with book code HH as of 12/31/01 using 11/30/01 commodity and interest rate curves.  We saw the following post ID's associated with Natural Gas Bankruptcy book in Run M:

	HHY	NG	1452835
	HHM	NG	1452834
	HHI	NG	1452833
	HHD	NG	1452832
	HHP	NG	1452831 

Thanks for your help.

Tiffany Miller
5-8485

",safe
�������� ������ ������ ���� ����! - ��������,phishing
"Bobbie,  I am no longer in Portfolio Reporting. 

Going forward, please send all DASHes to DANA DAVIS @ x-37520, EB2391d.

She will be responsible for this function.

Thank you,
Lesley Ayers 713.345.7209


",safe
"Hence the Foreign Office was noth ing but an office of the great Chancellor , where work was done according to his directionsBISMARCK'S LABOR VIEWS Bismarck was not a foe to the laboring classes on that I wish to lay stress, in view of what I have previously saidPrince Bismarck did not agree with this judg ment of his Congress, concerning the results of which he, as the honest broker, was so proud ; he remarked earnestly that he had wished to pre vent a general conflagration and hacj been com pelled to offer his services as a mediatorLater on I spoke often with the Prince about the colonial question and always found in him the intention to utilize the colonies as commercial ob jects, or objects for swapping purposes, other than to make them useful to the fatherland or utilize them as sources of raw materialsAgitation and rebellion, he believed, should be severely sup pressed ; by force of arms, if necessaryI, however, wished to win over the soul of the German workingman, and I fought zealously to attain this goalI added that, otherwise, I was her loving grandson, who would always be grateful for any advice from his grandmother, who had derived so much ex perience from her long reign; but that I was, nevertheless, in matters affecting Germany, com pelled to retain my freedom of action ; the visit to StThis conflict between the Chancellor and me arose became of his belief that the social problem could be solved by sfevere measures and, if the worn cpaae to the worst, by means of soldiers ;  BISMARCK not by following principles of general love for mankind or humanitarian nonsense which, he be lieved, he would have to adopt in conformity to my viewsFrom that day onward my relations with the Queen, who was feared even by her own children, were of the best imaginable; from that day onward she never treated her grandson except as a sovereign of equal rank with herself  On my first journeys I was accompanied by Count Herbert, as the representative of the For ay THE KAISER'S MEMOIRS eign OfficeWhatever one's attitude may be toward Bis-  I understand perfectly your line of action ; the J*rince, with all his greatness, was, after all, merely your employee or officialHe had to do with many men, in all social strata and all walks of life, by all of whom he was revered and esteemed, and he was treated by me likewise with friend ship and gratitudeI summoned a Crown CouncilHIS ATTITUDE TOWARD PARTIES The later periods of my reign proved that I was not hostile to any party, with the exception of the Ultra-Socialists; also, that I was not anti-LiberaL My most important Finance Minister was the Liberal, Miquel; my Minister of Commerce was the Liberal, Moeller; the leader of the Liberals, Herr von Benaigsen, was Chief President of Han overWhat he wished occurredPour les  BISMARCK rapports entre nous deux, mon chcr Guillaume [this was the first time that the Tsar so addressed me], la chute du Prince aura les meilleures con sequences, la mefiance disparaitraThat is equivalent to saying that, reckoning from the time of the Berlin Congress, he played a superior diplo matic and statesmanlike game for twelve years (-)The commanders of the troops which were sum moned immediately made reports on the situation as they had found it Among these was one of my former barrack comrades, belonging to the Hussar Guard Regi ment, ron Michaelis by name, who was famous as a wit He rode, alone and unarmed, among the striking crowds of workers, who the early spring being remarkably warm were camped upon the hillsides, and soon managed, by his confidence- inspiring, jovial ways, to set up a harmless inter course with the strikersOn that occasion   THE KAISER'S MEMOIRS the Prince remarked, in astonishment, Another world, a new world  This point of view also showed itself on the occasion of the visit of Admiral von Tirpitz at Friedrichsruh, at the time when he wished to win the old Imperial Chancellor over to favoring the first Navy billI answered that I could not square such a course with my conscience and my responsibility before God, particularly as I knew perfectly well that conditions among the laboring classes were bad and must be bettered at all costsAs for me personally, I have the of recalling that Bismarck intrusted to me in  the very delicate Brest mission, and said of meSome day that man will be his own Chancellor/' This shows that Bismarck must have had some belief in meBismarck was the one man who could juggle five balls of which at least two were always in the airWith Prince Bismarck I had stood on very good and trustful terms ever since my assignment at the Foreign OfficeHere is an example to show the attitude of the Cabinet toward me in those Bismarck days: The question came up of renewing the Socialist law, a political measure devised by Prince Bismarck for fighting socialismAnd therein lies the weakness in the superi ority of great menThrough them I could become thoroughly informed on all agra rian questions and learn where the fanner's shoe pinched him
",phishing
